City;Lat;Lng
Malente;54.167;10.550
Mallersdorf-Pfallenberg;48.767;12.250
Malsburg-Marzell;47.767;7.733
Malsch;48.883;8.333
Malsch;49.250;8.683
Malsfeld;51.100;9.533
Malterdingen;48.167;7.800
Mammendorf;48.217;11.167
Mamming;48.650;12.600
Manching;48.717;11.500
Mandelbachtal;49.200;7.183
Manderscheid;50.100;6.817
Manebach;50.677;10.862
Mannheim;49.483;8.467
Mansfeld;51.592;11.455
Mantel;49.650;12.050
Marbach;51.044;13.228
Marbach am Neckar;48.933;9.250
Marburg;50.817;8.767
March;48.050;7.783
Margetshöchheim;49.833;9.867
Mariaposching;48.833;12.817
Marienberg;50.649;13.163
Marienhafe;53.517;7.267
Marienhagen;52.033;9.683
Marienheide;51.083;7.533
Marienmünster;51.833;9.217
Mariental;52.283;10.983
Maring-Noviand;49.933;7.000
Markdorf;47.717;9.400
Markersbach;50.537;12.870
Markersdorf;50.931;12.870
Markgröningen;48.900;9.083
Markkleeberg;51.268;12.377
Marklkofen;48.550;12.550
Marklohe;52.667;9.150
Markneukirchen;50.312;12.337
Markranst*Dt;51.298;12.210
Markt Berolzheim;49.000;10.850
Markt Bibart;49.650;10.433
Markt Einersheim;49.683;10.300
Markt Erlbach;49.500;10.650
Markt Indersdorf;48.367;11.383
Markt Nordheim;49.600;10.350
Markt Rettenbach;47.950;10.400
Markt Schwaben;48.200;11.867
Markt Wald;48.133;10.583
Marktbergel;49.450;10.367
Marktbreit;49.667;10.150
Marktgraitz;50.183;11.200
Marktheidenfeld;49.850;9.600
Marktl;48.250;12.850
Marktleugast;50.167;11.633
Marktleuthen;50.133;12.000
Marktoberdorf;47.783;10.617
Marktoffingen;48.933;10.467
Marktredwitz;50.000;12.083
Marktrodach;50.250;11.383
Marktschellenberg;47.700;13.050
Marktschorgast;50.100;11.650
Marktsteft;49.700;10.133
Marktzeuln;50.167;11.167
Marl;51.667;7.100
Marloffstein;49.617;11.067
Marlow;54.151;12.574
Marne;53.950;9.017
Marnheim;49.633;8.033
Maroldsweisach;50.200;10.667
Marpingen;49.450;7.050
Marquartstein;47.750;12.467
Marsberg;51.467;8.850
Marschacht;53.417;10.383
Martfeld;52.883;9.067
Martinsheim;49.617;10.150
Martinshöhe;49.367;7.483
Marxheim;48.750;10.950
Marxzell;48.867;8.450
Marzling;48.417;11.800
Maselheim;48.133;9.883
Massbach;50.183;10.283
Massen;51.644;13.735
Massenbachhausen;49.183;9.050
Massing;48.400;12.600
Massweiler;49.267;7.533
Mauer;49.333;8.800
Mauern;48.517;11.900
Mauerstetten;47.883;10.667
Maulbronn;49.000;8.817
Maulburg;47.650;7.783
Mauth;48.883;13.583
Maxdorf;49.483;8.283
Maxhütte-Haidhof;49.200;12.100
Mayen;50.333;7.217
Mechernich;50.600;6.650
Meckenbeuren;47.700;9.567
Meckenheim;49.400;8.233
Meckenheim;50.617;7.017
Meckesheim;49.317;8.817
Meddersheim;49.783;7.617
Medebach;51.200;8.700
Medingen;51.181;13.790
Meeder;50.317;10.900
Meerane;50.856;12.460
Meerbeck;52.350;9.150
Meerbusch;51.267;6.683
Meersburg;47.700;9.267
Mehlbach;49.517;7.717
Mehlingen;49.500;7.850
Mehlmeisel;49.983;11.850
Mehren;50.183;6.883
Mehring;48.183;12.783
Mehring;49.800;6.833
Mehrstetten;48.383;9.567
Meine;52.383;10.550
Meinersdorf;50.725;12.877
Meinersen;52.483;10.367
Meinerzhagen;51.100;7.633
Meinhard;51.217;10.067
Meiningen;50.567;10.163
Meisenheim;49.700;7.667
Meissen;51.167;13.467
Meissenheim;48.417;7.783
Meissner;51.217;9.933
Meitingen;48.550;10.850
Melbeck;53.183;10.400
Meldorf;54.100;9.067
Melle;52.200;8.333
Mellenbach-Glasbach;50.594;11.101
Mellensee;52.183;13.451
Mellingen;50.943;11.399
Mellinghausen;52.717;8.900
Mellrichstadt;50.433;10.300
Melsbach;50.483;7.483
Melsdorf;54.317;10.033
Melsungen;51.133;9.550
Memmelsdorf;49.933;10.950
Memmingen;47.983;10.183
Memmingerberg;48.000;10.200
Menden (Sauerland);51.433;7.800
Mendig;50.367;7.283
Mengen;48.050;9.333
Mengersgereuth-H*Mmern;50.399;11.119
Mengerskirchen;50.567;8.150
Mengkofen;48.717;12.450
Menslage;52.683;7.817
Menteroda;51.307;10.565
Meppen;52.700;7.300
Merching;48.250;10.983
Merchweiler;49.367;7.067
Merdingen;48.017;7.683
Merenberg;50.517;8.200
Mering;48.267;10.983
Merkendorf;49.200;10.700
Merkers;50.830;10.120
Merklingen;48.517;9.750
Merschwitz;51.264;13.408
Merseburg;51.353;11.989
Mertesdorf;49.767;6.733
Mertingen;48.667;10.800
Merxheim;49.800;7.567
Merzalben;49.250;7.733
Merzdorf;51.401;13.533
Merzen;52.483;7.833
Merzenich;50.833;6.533
Merzhausen;47.967;7.833
Merzig;49.450;6.650
Meschede;51.350;8.283
Mespelbrunn;49.917;9.283
Messel;49.933;8.750
Messingen;52.467;7.467
Messkirch;48.000;9.117
Messstetten;48.183;8.967
Metelen;52.150;7.217
Metten;48.850;12.917
Mettenheim;48.267;12.467
Mettingen;52.317;7.783
Mettlach;49.500;6.583
Mettmann;51.250;6.983
Metzingen;48.533;9.283
Meudt;50.500;7.900
Meuselbach-Schwarzmühle;50.573;11.093
Meuselwitz;51.044;12.301
Meyenburg;53.314;12.242
Michelau im Steigerwald;49.900;10.433
Michelau in Oberfranken;50.167;11.117
Michelbach an der Bilz;49.067;9.767
Michelfeld;49.100;9.683
Michelsneukirchen;49.117;12.550
Michelstadt;49.683;9.000
Michendorf;52.310;13.030
Mickhausen;48.233;10.633
Midlum;53.733;8.617
Miehlen;50.233;7.833
Miesbach;47.783;11.833
Mieste;52.482;11.205
Mietingen;48.183;9.900
Mildenau;50.594;13.072
Mildstedt;54.467;9.100
Milkau;51.034;12.897
Miltach;49.167;12.767
Miltenberg;49.700;9.267
Miltitz;51.319;12.257
Miltzow;54.200;13.215
Mindelheim;48.050;10.500
Mindelstetten;48.850;11.650
Minden;52.300;8.917
Minfeld;49.067;8.150
Mintraching;48.950;12.233
Mirow;53.273;12.815
Missen-Wilhams;47.600;10.117
Mistelbach;49.917;11.517
Mistelgau;49.917;11.467
Mittelbach;50.800;12.804
Mittelbiberach;48.083;9.750
Mitteleschenbach;49.217;10.800
Mittelschmalkalden;50.720;10.156
Mittelstetten;48.250;11.100
Mittenaar;50.700;8.383
Mittenwald;47.450;11.267
Mittenwalde;52.266;13.538
Mitterfels;48.967;12.683
Mitterskirchen;48.350;12.733
Mitterteich;49.950;12.250
Mittweida;50.986;12.986
Mitwitz;50.250;11.217
Mochau;51.140;13.184
Mockmühl;49.333;9.367
Mockritz;51.167;13.077
Modautal;49.750;8.717
Moers;51.450;6.633
Mogendorf;50.500;7.767
Mohlsdorf;50.670;12.264
Mohorn;51.000;13.460
Mohsdorf;50.929;12.830
Moisburg;53.400;9.700
Molbergen;52.867;7.917
Molfsee;54.267;10.067
Mommenheim;49.883;8.267
Monheim;48.833;10.850
Monheim;51.100;6.900
Monschau;50.550;6.233
Monsheim;49.633;8.217
Montabaur;50.433;7.833
Monzelfeld;49.883;7.083
Monzingen;49.800;7.583
Moorbad Lobenstein;50.447;11.641
Moorenweis;48.150;11.083
Moormerland;53.333;7.450
Moorrege;53.667;9.667
Moos;47.733;8.933
Moos;48.750;12.967
Moosach;48.033;11.883
Moosbach;49.583;12.417
Moosburg an der Isar;48.467;11.933
Moosinning;48.283;11.850
Moosthenning;48.683;12.500
Morbach;49.817;7.133
Moringen;51.700;9.867
Moritzburg;51.161;13.676
Morsbach;50.867;7.700
Morschen;51.067;9.617
Morsum;52.950;9.083
Mortka;51.372;14.368
Mosbach;49.350;9.100
Mosel;50.775;12.490
Mossautal;49.650;8.933
Motten;50.400;9.767
Much;50.900;7.417
Mudau;49.533;9.200
Mudersbach;50.833;7.950
Muggensturm;48.867;8.283
Muhr am See;49.150;10.717
Mulda;50.805;13.424
Muldenstein;51.672;12.344
Mulfingen;49.333;9.800
Mundelsheim;49.000;9.200
Munderkingen;48.233;9.650
Munningen;48.917;10.600
Munster;52.983;10.083
Munzig;51.083;13.415
Murg;47.550;8.017
Murnau am Staffelsee;47.683;11.200
Murr;48.967;9.267
Murrhardt;48.983;9.583
Muschwitz;51.195;12.112
Mutlangen;48.817;9.800
Mutterstadt;49.433;8.350
M*Hring;49.917;12.533
Möckern;52.142;11.951
Mödingen;48.650;10.433
Mögglingen;48.817;9.967
Möglingen;48.883;9.133
Möhlau;51.727;12.351
Möhnesee;51.500;8.133
Möhrendorf;49.633;11.000
Möhrsdorf;51.211;14.077
Mölkau;51.321;12.453
Mölln;53.633;10.683
Mömbris;50.067;9.167
Mömlingen;49.867;9.083
Mönchberg;49.800;9.267
Mönchengladbach;51.200;6.433
Mönchsdeggingen;48.767;10.583
Mönchsroth;49.017;10.367
Mönchweiler;48.100;8.433
Mönkeberg;54.350;10.200
Mönsheim;48.867;8.867
Mörfelden-Walldorf;49.983;8.567
Mörlenbach;49.600;8.733
Mörnsheim;48.867;11.000
Mössingen;48.400;9.067
Möttingen;48.817;10.600
Mötzing;48.900;12.383
Mötzingen;48.533;8.783
Mücheln;51.298;11.808
Mücke;50.633;9.033
Müden (Aller);52.533;10.367
Mügeln;51.241;13.044
Mühlacker;48.950;8.850
Mühlanger;51.858;12.725
Mühlau;50.908;12.768
Mühlberg;51.433;13.221
Mühldorf am Inn;48.233;12.533
Mühlenbach;48.250;8.117
Mühlenbeck;52.665;13.379
Mühlhausen;49.167;11.450
Mühlhausen;49.250;8.733
Mühlhausen;49.750;10.783
Mühlhausen;51.211;10.467
Mühlhausen-Ehingen;47.817;8.817
Mühlheim am Main;50.117;8.833
Mühlheim an der Donau;48.033;8.883
Mühlingen;47.917;9.017
Mühltal;49.817;8.700
Mülheim an der Ruhr;51.433;6.883
Mülheim-K*Rlich;50.383;7.500
Müllheim;47.800;7.633
Mülsen St. Jakob;50.736;12.582
Mülsen St. Niclas;50.722;12.596
Münchberg;50.200;11.783
Müncheberg;52.505;14.136
München;48.133;11.567
Münchenbernsdorf;50.821;11.931
Münchhausen;50.967;8.717
Münchsmünster;48.767;11.683
Münchsteinach;49.633;10.600
Münchweiler an der Alsenz;49.550;7.883
Münchweiler an der Rodalb;49.217;7.700
Münden;51.417;9.650
Münnerstadt;50.250;10.200
Münsing;47.900;11.367
Münsingen;48.417;9.500
Münster;49.933;8.867
Münster;51.967;7.633
Münster-Sarmsheim;49.950;7.900
Münsterdorf;53.900;9.533
Münsterhausen;48.317;10.450
Münstermaifeld;50.250;7.367
Münstertal/Schwarzwald;47.850;7.783
Münzenberg;50.450;8.783
Müritz;54.261;12.266
Nabburg;49.450;12.183
Nachrodt-Wiblingwerde;51.333;7.650
Nackenheim;49.917;8.350
Nagel;49.983;11.917
Nagold;48.550;8.733
Nahe;53.800;10.150
Nahrendorf;53.183;10.817
Naila;50.333;11.717
Nalbach;49.383;6.783
Namborn;49.517;7.133
Nandlstadt;48.533;11.800
Nanzdietschweiler;49.450;7.450
Nassau;50.317;7.800
Nassau;50.766;13.547
Nassenfels;48.800;11.233
Nast*Tten;50.200;7.850
Nattheim;48.700;10.250
Nauen;52.608;12.875
Nauheim;49.950;8.450
Naumburg;51.154;11.812
Naumburg;51.250;9.167
Naundorf;50.933;13.420
Naundorf;51.257;13.110
Naunhof;51.218;13.629
Naunhof;51.278;12.591
Nauort;50.467;7.633
Nebra;51.287;11.576
Neckarbischofsheim;49.300;8.967
Neckargemünd;49.400;8.800
Neckargerach;49.400;9.067
Neckarsteinach;49.417;8.833
Neckarsulm;49.200;9.233
Neckartailfingen;48.617;9.267
Neckartenzlingen;48.583;9.233
Neckarwestheim;49.050;9.200
Neckarzimmern;49.317;9.133
Neetze;53.250;10.633
Nehren;48.433;9.067
Neidenfels;49.383;8.050
Neidenstein;49.317;8.883
Neidlingen;48.583;9.567
Neidstein;49.533;11.617
Neinstedt;51.750;11.086
Nellingen;48.550;9.800
Nennslingen;49.050;11.133
Nentershausen;50.417;7.933
Nentershausen;51.017;9.933
Nerchau;51.273;12.788
Neresheim;48.750;10.333
Nersingen;48.433;10.117
Neschwitz;51.273;14.331
Nesse;53.650;7.383
Nesselwang;47.617;10.500
Netphen;50.917;8.100
Nettersheim;50.500;6.633
Nettetal;51.300;6.283
Netzschkau;50.622;12.261
Neu Darchau;53.233;10.883
Neu Kaliss;53.165;11.299
Neu Wulmstorf;53.467;9.800
Neu-Anspach;50.283;8.517
Neu-Eichenberg;51.400;9.917
Neu-Isenburg;50.050;8.700
Neu-Petershain;51.601;14.164
Neu-Ulm;48.400;10.017
Neu-Zittau;52.390;13.746
Neuberg;50.183;9.000
Neubeuern;47.783;12.133
Neubiberg;48.067;11.683
Neubrandenburg;53.555;13.262
Neubrunn;49.733;9.667
Neubukow;54.034;11.673
Neubulach;48.667;8.700
Neuburg am Inn;48.500;13.450
Neuburg am Rhein;48.983;8.250
Neuburg an der Donau;48.733;11.183
Neuburg an der Kammel;48.300;10.367
Neubörger;52.950;7.450
Neuching;48.250;11.850
Neudenau;49.300;9.267
Neudietendorf;50.915;10.914
Neudorf;50.484;12.975
Neudrossenfeld;50.017;11.500
Neuenburg am Rhein;47.817;7.567
Neuenbürg;48.850;8.583
Neuendettelsau;49.283;10.783
Neuendorf;52.672;13.277
Neuenhagen;52.532;13.689
Neuenhaus;52.500;6.967
Neuenkirchen;52.250;7.367
Neuenkirchen;52.417;7.833
Neuenkirchen;53.033;9.700
Neuenkirchen;53.783;8.900
Neuenkirchen;54.233;8.983
Neuenkirchen (Oldenburg);52.517;8.067
Neuenmarkt;50.100;11.583
Neuenrade;51.283;7.783
Neuenstadt am Kocher;49.233;9.333
Neuenstein;49.200;9.583
Neuenstein;50.917;9.567
Neuental;51.017;9.233
Neuerburg;50.017;6.300
Neufahrn Bei Freilassing;48.317;11.667
Neufahrn in Niederbayern;48.733;12.183
Neuffen;48.550;9.383
Neufra;48.133;9.483
Neugersdorf;50.979;14.627
Neuharlingersiel;53.700;7.700
Neuhaus;53.284;10.931
Neuhaus (Oste);53.800;9.033
Neuhaus am Inn;48.467;13.433
Neuhaus am Rennweg;50.518;11.142
Neuhaus an der Pegnitz;49.633;11.550
Neuhaus-Schierschnitz;50.319;11.250
Neuhausen;48.800;8.783
Neuhausen;50.697;13.467
Neuhausen Auf Den Fildern;48.683;9.283
Neuhausen Ob Eck;47.967;8.933
Neuhof;50.450;9.617
Neuhof an der Zenn;49.450;10.650
Neuhofen;49.417;8.433
Neuh*Usel;50.383;7.717
Neuhütten;50.000;9.417
Neukamperfehn;53.333;7.550
Neukieritzsch;51.149;12.409
Neukirch;47.667;9.700
Neukirch;51.099;14.309
Neukirchen;48.983;12.767
Neukirchen;50.780;12.866
Neukirchen;50.867;9.350
Neukirchen;51.085;12.533
Neukirchen;54.867;8.733
Neukirchen Bei Sulzbach-Rosenberg;49.533;11.633
Neukirchen Beim Heiligen Blut;49.267;12.967
Neukirchen Vorm Wald;48.683;13.383
Neukirchen-Balbini;49.300;12.433
Neukirchen-Vluyn;51.450;6.550
Neukloster;53.865;11.685
Neuler;48.933;10.067
Neulingen;48.967;8.700
Neulussheim;49.300;8.517
Neumagen-Dhron;49.867;6.900
Neumark;50.661;12.359
Neumarkt in der Oberpfalz;49.283;11.467
Neumarkt-Sankt Veit;48.367;12.517
Neumünster;54.067;9.983
Neunburg Vorm Wald;49.350;12.383
Neundorf;50.633;13.018
Neunkirchen;49.383;9.000
Neunkirchen;49.700;9.400
Neunkirchen;50.783;8.000
Neunkirchen am Brand;49.617;11.133
Neunkirchen am Sand;49.533;11.317
Neunkirchen-Seelscheid;50.850;7.333
Neunkirchen/Saar;49.350;7.183
Neupotz;49.117;8.317
Neureichenau;48.750;13.750
Neuried;48.100;11.467
Neuried;48.433;7.817
Neuruppin;52.924;12.806
Neusalza-Spremberg;51.041;14.548
Neuschoo;53.567;7.517
Neuseddin;52.289;12.985
Neusitz;49.367;10.217
Neusorg;49.933;11.967
Neuss;51.200;6.683
Neustadt;50.583;10.940
Neustadt;50.741;11.750
Neustadt;51.023;14.221
Neustadt;52.865;12.422
Neustadt (Hessen);50.850;9.117
Neustadt (Wied);50.617;7.433
Neustadt am Kulm;49.833;11.833
Neustadt am Main;49.933;9.567
Neustadt am Rübenberge;52.500;9.467
Neustadt an der Aisch;49.583;10.600
Neustadt an der Donau;48.817;11.767
Neustadt an der Waldnaab;49.733;12.167
Neustadt an der Weinstrasse;49.350;8.150
Neustadt Bei Coburg;50.333;11.117
Neustadt in Holstein;54.100;10.817
Neustadt-Glewe;53.383;11.581
Neustetten;48.483;8.883
Neustrelitz;53.365;13.069
Neus*Ss;48.400;10.833
Neutraubling;48.983;12.200
Neutrebbin;52.663;14.227
Neuweiler;48.633;8.583
Neuwied;50.433;7.467
Neuwürschnitz;50.702;12.728
Neuzelle;52.087;14.649
Neuötting;48.233;12.700
Newel;49.817;6.583
Nickenich;50.417;7.333
Nidda;50.417;9.017
Niddatal;50.300;8.817
Nidderau;50.250;8.900
Nideggen;50.700;6.483
Niebüll;54.800;8.833
Niedenstein;51.233;9.317
Nieder-Olm;49.900;8.200
Niederaichbach;48.600;12.317
Niederalteich;48.767;13.033
Niederau;51.179;13.540
Niederaula;50.800;9.617
Niederbergkirchen;48.317;12.500
Niederbobritzsch;50.899;13.438
Niederbreitbach;50.533;7.417
Niedercunnersdorf;51.053;14.673
Niederdorf;50.725;12.790
Niederdorfelden;50.200;8.800
Niederelbert;50.400;7.817
Niedereschach;48.133;8.533
Niederfell;50.283;7.467
Niederfischbach;50.850;7.883
Niederfüllbach;50.217;10.983
Niedergoseln;51.239;13.074
Niedergörsdorf;51.984;12.992
Niederkassel;50.817;7.033
Niederkirchen;49.583;7.700
Niederkirchen Bei Deidesheim;49.417;8.217
Niederkrüchten;51.200;6.217
Niederlangen;52.867;7.283
Niederlauer;50.300;10.183
Niederlehme;52.326;13.655
Niederlichtenau;50.911;13.007
Niedermohr;49.450;7.467
Niedermurach;49.450;12.383
Niedernberg;49.917;9.150
Niederndodeleben;52.138;11.500
Niederneisen;50.333;8.050
Niedernhall;49.300;9.617
Niedernhausen;50.167;8.317
Niedernwöhren;52.350;9.150
Niederoderwitz;50.952;14.750
Niederorschel;51.376;10.424
Niedersachswerfen;51.550;10.765
Niederschöna;50.959;13.424
Niederschönenfeld;48.717;10.933
Niederstetten;49.400;9.917
Niederstotzingen;48.550;10.233
Niedertaufkirchen;48.333;12.550
Niederviehbach;48.617;12.383
Niederwerrn;50.067;10.183
Niederwerth;50.400;7.617
Niederwiesa;50.867;13.022
Niederwinkling;48.883;12.800
Niederwörresbach;49.767;7.333
Niederwürschnitz;50.725;12.757
Niederzier;50.883;6.467
Niederzissen;50.467;7.217
Niefen-Öschelbronn;48.917;8.783
Nieheim;51.800;9.117
Niemetal;51.517;9.717
Nienburg;51.837;11.768
Nienburg (Weser);52.633;9.200
Nienhagen;52.550;10.100
Nienst*Dt;52.300;9.167
Nierstein;49.867;8.333
Niesky;51.294;14.827
Nieste;51.317;9.667
Niestetal;51.317;9.550
Nievern;50.333;7.683
Nistertal;50.633;7.900
Nittel;49.650;6.450
Nittenau;49.200;12.283
Nittendorf;49.033;11.950
Nobitz;50.972;12.500
Nohfelden;49.583;7.150
Nonnenhorn;47.583;9.617
Nonnewitz;51.096;12.127
Nonnweiler;49.600;6.967
Norden;53.600;7.200
Nordendorf;48.600;10.833
Nordenham;53.483;8.483
Norderney;53.717;7.150
Norderstedt;53.700;10.017
Nordgermersleben;52.213;11.343
Nordhalben;50.367;11.517
Nordhastedt;54.167;9.183
Nordhausen;51.500;10.784
Nordheim;49.117;9.133
Nordheim Vor der Rhön;50.483;10.183
Nordholz;53.783;8.600
Nordhorn;52.433;7.067
Nordkirchen;51.733;7.533
Nordleda;53.767;8.833
Nordrach;48.400;8.083
Nordstemmen;52.167;9.783
Nordstrand;54.483;8.850
Nordwalde;52.083;7.483
Norheim;49.817;7.817
Northeim;51.700;10.000
Nortmoor;53.250;7.567
Nortorf;54.167;9.850
Nortrup;52.617;7.867
Nossen;51.057;13.298
Nottuln;51.933;7.350
Notzingen;48.667;9.467
Nufringen;48.617;8.900
Nusplingen;48.133;8.883
Nussdorf;47.900;12.600
Nussdorf am Inn;47.750;12.167
Nussloch;49.317;8.700
Nördlingen;48.850;10.483
Nörten-Hardenberg;51.633;9.933
Nörvenich;50.817;6.650
Nöschenrode;51.830;10.795
Nübbel;54.267;9.617
Nübel;54.567;9.583
Nüdlingen;50.217;10.133
Nümbrecht;50.900;7.533
Nünchritz;51.300;13.382
Nürnberg;49.450;11.083
Nürtingen;48.633;9.350
Nüsttal;50.633;9.850
Ober-Mörlen>;50.367;8.700
Ober-Olm;49.933;8.200
Ober-Ramstadt;49.833;8.733
Oberammergau;47.600;11.067
Oberasbach;49.417;10.967
Oberau;47.567;11.133
Oberaudorf;47.650;12.167
Oberaula;50.867;9.467
Oberaurach;49.933;10.633
Oberbergkirchen;48.300;12.383
Oberbobritzsch;50.874;13.457
Oberboihingen;48.650;9.367
Obercunnersdorf;51.032;14.684
Oberdachstetten;49.417;10.433
Oberderdingen;49.067;8.800
Oberding;48.317;11.850
Oberdischingen;48.300;9.833
Oberdorla;51.167;10.420
Oberelsbach;50.450;10.117
Obergriesbach;48.417;11.067
Obergurig;51.124;14.415
Obergünzburg;47.850;10.433
Oberhaching;48.033;11.600
Oberhaid;49.933;10.817
Oberharmersbach;48.367;8.133
Oberhausen;47.783;11.133
Oberhausen;48.717;11.117
Oberhausen;51.483;6.867
Oberhausen-Rheinhausen;49.267;8.483
Oberhof;50.709;10.728
Oberkirch;48.533;8.083
Oberkochen;48.783;10.100
Oberkotzau;50.267;11.933
Oberleichtersbach;50.283;9.800
Oberlichtenau;50.906;12.982
Oberlichtenau;51.227;13.996
Oberlind;50.342;11.187
Oberlungwitz;50.787;12.732
Obermarchtal;48.233;9.567
Obermeitingen;48.150;10.817
Obermichelbach;49.533;10.917
Obermoschel;49.733;7.767
Obernbreit;49.650;10.167
Obernburg am Main;49.850;9.150
Oberndorf;53.750;9.150
Oberndorf am Lech;48.667;10.867
Oberndorf am Neckar;48.300;8.567
Obernheim;48.167;8.867
Obernheim-Kirchenarnbach;49.367;7.583
Obernkirchen;52.267;9.133
Obernzell;48.550;13.633
Obernzenn;49.450;10.467
Oberoderwitz;50.966;14.736
Oberostendorf;47.950;10.750
Oberpframmern;48.017;11.817
Oberreichenbach;48.733;8.667
Oberreute;47.567;9.950
Oberried;47.933;7.950
Oberrieden;48.083;10.433
Oberriexingen;48.933;9.033
Oberrot;49.017;9.667
Oberröblingen;51.443;11.302
Oberscheinfeld;49.717;10.433
Oberschleissheim;48.250;11.567
Oberschneiding;48.800;12.650
Oberschwarzach;49.867;10.417
Oberschöna;50.899;13.254
Oberseifersdorf;50.947;14.813
Obersinn;50.217;9.617
Obersontheim;49.050;9.900
Oberstadion;48.183;9.683
Oberstaufen;47.550;10.017
Oberstdorf;47.417;10.283
Oberstenfeld;49.017;9.317
Oberstreu;50.400;10.283
Obersulm;49.133;9.350
Obertaufkirchen;48.267;12.283
Oberteuringen;47.733;9.467
Oberthal;49.517;7.083
Oberthulba;50.200;9.967
Obertraubling;48.967;12.167
Obertrubach;49.700;11.350
Obertshausen;50.083;8.850
Oberursel (Taunus);50.200;8.583
Oberviechtach;49.467;12.417
Oberweissbach;50.583;11.146
Oberwesel;50.117;7.733
Oberweser;51.600;9.550
Oberwiesenthal;50.420;12.978
Oberwolfach;48.350;8.233
Obhausen;51.390;11.652
Obing;48.000;12.417
Obrigheim;49.350;9.100
Obrigheim (Pfalz);49.567;8.200
Ochsenfurth;49.667;10.067
Ochsenhausen;48.067;9.950
Ochtendung;50.350;7.383
Ochtrup;52.217;7.183
Ockenheim;49.950;7.967
Odelzhausen;48.317;11.200
Odenthal;51.033;7.117
Oderberg;52.867;14.045
Odernheim am Glan;49.767;7.700
Oebisfelde;52.433;10.985
Oederan;50.862;13.170
Oederquart;53.800;9.233
Oedheim;49.233;9.250
Oelde;51.833;8.150
Oelixdorf;53.933;9.567
Oelsa;50.947;13.674
Oelsnitz;50.415;12.167
Oelsnitz;50.729;12.710
Oer-Erkenschwick;51.650;7.250
Oerel;53.483;9.050
Oerlenbach;50.150;10.133
Oerlinghausen;51.983;8.667
Oestrich-Winkel;50.000;8.000
Oettingen in Bayern;48.950;10.600
Oetzen;53.017;10.683
Öhningen;47.667;8.883
Öhringen;49.200;9.500
Ölbronn-Dürrn;48.983;8.750
Öpfingen;48.283;9.800
Östringen;49.217;8.717
Ötigheim;48.883;8.233
Ötisheim;48.967;8.800
Offenburg;48.467;7.950
Offenhausen;49.450;11.417
Offingen;48.483;10.367
Offstein;49.600;8.233
Ofterdingen;48.417;9.033
Ofterschwang;47.500;10.233
Oftersheim;49.367;8.583
Ohlsbach;48.433;8.000
Ohlstadt;47.633;11.233
Ohmden;48.650;9.533
Ohorn;51.179;14.063
Ohrdruf;50.830;10.736
Okrilla;51.183;13.846
Olbernhau;50.663;13.333
Olbersdorf;50.881;14.801
Olching;48.217;11.333
Oldenburg;53.150;8.217
Oldenburg in Holstein;54.300;10.883
Oldendorf;53.583;9.250
Oldenswort;54.367;8.950
Oldisleben;51.312;11.168
Olfen;51.717;7.383
Olpe;51.033;7.850
Olsberg;51.367;8.483
Olsbrücken;49.533;7.667
Opfenbach;47.633;9.833
Oppach;51.060;14.515
Oppenau;48.483;8.167
Oppenheim;49.850;8.367
Oppenweiler;48.983;9.467
Oranienbaum;51.803;12.395
Oranienburg;52.755;13.235
Orenhofen;49.900;6.650
Ornbau;49.183;10.667
Orsingen-Nenzingen;47.833;8.933
Ortenberg;48.450;7.967
Ortenberg;50.350;9.050
Ortenburg;48.550;13.217
Ortmannsdorf;50.706;12.620
Ortrand;51.376;13.757
Osann-Monzel;49.917;6.950
Osburg;49.717;6.783
Oschatz;51.296;13.110
Oschersleben;52.028;11.224
Osdorf;54.433;10.017
Osloss;52.467;10.683
Osnabrück;52.283;8.050
Ossmannstedt;51.021;11.429
Ostbevern;52.033;7.833
Osteel;53.533;7.250
Ostelsheim;48.733;8.850
Osten;53.700;9.183
Ostenfeld (Husum);54.467;9.233
Osterburg;52.791;11.754
Osterburken;49.433;9.433
Ostercappeln;52.350;8.233
Osterhofen;48.700;13.033
Osterholz-Scharmbeck;53.233;8.783
Osternienburg;51.796;12.029
Osterode am Harz;51.733;10.250
Osterrönfeld;54.300;9.700
Osterspai;50.250;7.617
Osterwald;52.550;7.017
Osterweddingen;52.044;11.578
Osterwieck;51.966;10.699
Ostfildern;48.717;9.267
Ostheim Vor der Rhön;50.467;10.233
Osthofen;49.700;8.317
Ostrach;47.950;9.383
Ostrau;51.206;13.162
Ostrhauderfehn;53.133;7.617
Ostritz;51.021;14.952
Ostro;51.218;14.191
Ostseebad Binz;54.399;13.613
Ostseebad Boltenhagen;53.991;11.196
Ostseebad Graal;54.250;12.234
Ostseebad Göhren;54.342;13.746
Ostseebad Kühlungsborn;54.144;11.754
Ostseebad Prerow;54.443;12.574
Ostseebad Rerik;54.110;11.615
Ostseebad Sellin;54.378;13.695
Ostseebad Zingst;54.436;12.684
Oststeinbek;53.550;10.167
Ottenbach;48.733;9.750
Ottendorf;50.938;12.978
Ottendorf;50.979;13.130
Ottendorf-Okrilla;51.190;13.831
Ottenhofen;48.217;11.883
Ottenhöfen im Schwarzwald;48.567;8.150
Ottensoos;49.517;11.350
Ottenstein;51.950;9.417
Otter;53.250;9.750
Otterbach;49.483;7.733
Otterberg;49.500;7.767
Otterfing;47.917;11.683
Otterndorf;53.817;8.900
Ottersberg;53.117;9.150
